Data;Região;Tipologia;Nº Utentes;ID
2019-02-25;CENTRO;RAMo;2;2019-02-25T00:00:00/CENTRO/RAMo
2019-02-25;CENTRO;ECCI;40;2019-02-25T00:00:00/CENTRO/ECCI
2019-02-25;CENTRO;ULDM;297;2019-02-25T00:00:00/CENTRO/ULDM
2019-02-24;LISBOA E VALE DO TEJO;RAMa;5;2019-02-24T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-24;ALENTEJO;ECCI;10;2019-02-24T00:00:00/ALENTEJO/ECCI
2019-02-24;ALGARVE;UMDR;6;2019-02-24T00:00:00/ALGARVE/UMDR
2019-02-24;NORTE;RAMa;17;2019-02-24T00:00:00/NORTE/RAMa
2019-02-24;LISBOA E VALE DO TEJO;RTA;1;2019-02-24T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-24;NORTE;UC;37;2019-02-24T00:00:00/NORTE/UC
2019-02-24;ALENTEJO;UCP;5;2019-02-24T00:00:00/ALENTEJO/UCP
2019-02-24;LISBOA E VALE DO TEJO;ULDM;357;2019-02-24T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-24;LISBOA E VALE DO TEJO;UMDR;241;2019-02-24T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-24;NORTE;UCP;10;2019-02-24T00:00:00/NORTE/UCP
2019-02-24;CENTRO;UC;77;2019-02-24T00:00:00/CENTRO/UC
2019-02-24;CENTRO;ECCI;37;2019-02-24T00:00:00/CENTRO/ECCI
2019-02-24;LISBOA E VALE DO TEJO;UCP;26;2019-02-24T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-24;NORTE;UMDR;104;2019-02-24T00:00:00/NORTE/UMDR
2019-02-24;CENTRO;UMDR;141;2019-02-24T00:00:00/CENTRO/UMDR
2019-02-24;ALENTEJO;UC;107;2019-02-24T00:00:00/ALENTEJO/UC
2019-02-24;ALGARVE;ULDM;24;2019-02-24T00:00:00/ALGARVE/ULDM
2019-02-24;ALENTEJO;UMDR;85;2019-02-24T00:00:00/ALENTEJO/UMDR
2019-02-24;ALENTEJO;ULDM;91;2019-02-24T00:00:00/ALENTEJO/ULDM
2019-02-24;CENTRO;ULDM;302;2019-02-24T00:00:00/CENTRO/ULDM
2019-02-24;NORTE;ECCI;120;2019-02-24T00:00:00/NORTE/ECCI
2019-02-24;CENTRO;RAMo;2;2019-02-24T00:00:00/CENTRO/RAMo
2019-02-24;LISBOA E VALE DO TEJO;ECCI;12;2019-02-24T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-24;ALGARVE;UC;6;2019-02-24T00:00:00/ALGARVE/UC
2019-02-24;NORTE;ULDM;105;2019-02-24T00:00:00/NORTE/ULDM
2019-02-24;ALGARVE;ECCI;3;2019-02-24T00:00:00/ALGARVE/ECCI
2019-02-24;LISBOA E VALE DO TEJO;UC;191;2019-02-24T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-23;ALGARVE;ULDM;24;2019-02-23T00:00:00/ALGARVE/ULDM
2019-02-23;NORTE;UCP;10;2019-02-23T00:00:00/NORTE/UCP
2019-02-23;NORTE;ULDM;104;2019-02-23T00:00:00/NORTE/ULDM
2019-02-23;NORTE;UMDR;104;2019-02-23T00:00:00/NORTE/UMDR
2019-02-23;CENTRO;ECCI;36;2019-02-23T00:00:00/CENTRO/ECCI
2019-02-23;CENTRO;UC;77;2019-02-23T00:00:00/CENTRO/UC
2019-02-23;LISBOA E VALE DO TEJO;UC;191;2019-02-23T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-23;LISBOA E VALE DO TEJO;ULDM;357;2019-02-23T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-23;LISBOA E VALE DO TEJO;UCP;26;2019-02-23T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-23;ALENTEJO;UCP;5;2019-02-23T00:00:00/ALENTEJO/UCP
2019-02-23;ALENTEJO;ULDM;91;2019-02-23T00:00:00/ALENTEJO/ULDM
2019-02-23;CENTRO;RAMo;2;2019-02-23T00:00:00/CENTRO/RAMo
2019-02-23;CENTRO;UMDR;141;2019-02-23T00:00:00/CENTRO/UMDR
2019-02-23;LISBOA E VALE DO TEJO;UMDR;241;2019-02-23T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-23;ALENTEJO;ECCI;10;2019-02-23T00:00:00/ALENTEJO/ECCI
2019-02-23;ALENTEJO;UMDR;85;2019-02-23T00:00:00/ALENTEJO/UMDR
2019-02-23;NORTE;ECCI;120;2019-02-23T00:00:00/NORTE/ECCI
2019-02-23;CENTRO;ULDM;302;2019-02-23T00:00:00/CENTRO/ULDM
2019-02-23;LISBOA E VALE DO TEJO;ECCI;12;2019-02-23T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-23;LISBOA E VALE DO TEJO;RAMa;5;2019-02-23T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-23;ALGARVE;UMDR;6;2019-02-23T00:00:00/ALGARVE/UMDR
2019-02-23;NORTE;RAMa;17;2019-02-23T00:00:00/NORTE/RAMa
2019-02-23;ALGARVE;UC;6;2019-02-23T00:00:00/ALGARVE/UC
2019-02-23;NORTE;UC;37;2019-02-23T00:00:00/NORTE/UC
2019-02-23;LISBOA E VALE DO TEJO;RTA;1;2019-02-23T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-23;ALGARVE;ECCI;3;2019-02-23T00:00:00/ALGARVE/ECCI
2019-02-23;ALENTEJO;UC;107;2019-02-23T00:00:00/ALENTEJO/UC
2019-02-22;NORTE;RAMa;17;2019-02-22T00:00:00/NORTE/RAMa
2019-02-22;ALENTEJO;UCP;7;2019-02-22T00:00:00/ALENTEJO/UCP
2019-02-22;CENTRO;ECCI;36;2019-02-22T00:00:00/CENTRO/ECCI
2019-02-22;CENTRO;UMDR;141;2019-02-22T00:00:00/CENTRO/UMDR
2019-02-22;LISBOA E VALE DO TEJO;UCP;26;2019-02-22T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-22;CENTRO;UC;77;2019-02-22T00:00:00/CENTRO/UC
2019-02-22;ALENTEJO;UC;113;2019-02-22T00:00:00/ALENTEJO/UC
2019-02-22;ALGARVE;ULDM;24;2019-02-22T00:00:00/ALGARVE/ULDM
2019-02-22;ALGARVE;UC;6;2019-02-22T00:00:00/ALGARVE/UC
2019-02-22;LISBOA E VALE DO TEJO;UC;191;2019-02-22T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-22;CENTRO;ULDM;302;2019-02-22T00:00:00/CENTRO/ULDM
2019-02-22;CENTRO;RAMo;2;2019-02-22T00:00:00/CENTRO/RAMo
2019-02-22;LISBOA E VALE DO TEJO;UMDR;241;2019-02-22T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-22;NORTE;UC;37;2019-02-22T00:00:00/NORTE/UC
2019-02-22;NORTE;ECCI;120;2019-02-22T00:00:00/NORTE/ECCI
2019-02-22;NORTE;ULDM;104;2019-02-22T00:00:00/NORTE/ULDM
2019-02-22;LISBOA E VALE DO TEJO;ULDM;357;2019-02-22T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-22;LISBOA E VALE DO TEJO;RTA;1;2019-02-22T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-22;ALENTEJO;ECCI;11;2019-02-22T00:00:00/ALENTEJO/ECCI
2019-02-22;ALGARVE;ECCI;3;2019-02-22T00:00:00/ALGARVE/ECCI
2019-02-22;ALENTEJO;ULDM;97;2019-02-22T00:00:00/ALENTEJO/ULDM
2019-02-22;NORTE;UMDR;104;2019-02-22T00:00:00/NORTE/UMDR
2019-02-22;ALGARVE;UMDR;6;2019-02-22T00:00:00/ALGARVE/UMDR
2019-02-22;LISBOA E VALE DO TEJO;ECCI;12;2019-02-22T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-22;LISBOA E VALE DO TEJO;RAMa;5;2019-02-22T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-22;ALENTEJO;UMDR;91;2019-02-22T00:00:00/ALENTEJO/UMDR
2019-02-22;NORTE;UCP;10;2019-02-22T00:00:00/NORTE/UCP
2019-02-21;LISBOA E VALE DO TEJO;ULDM;357;2019-02-21T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-21;NORTE;UCP;5;2019-02-21T00:00:00/NORTE/UCP
2019-02-21;ALENTEJO;UMDR;90;2019-02-21T00:00:00/ALENTEJO/UMDR
2019-02-21;CENTRO;UMDR;135;2019-02-21T00:00:00/CENTRO/UMDR
2019-02-21;ALENTEJO;UCP;5;2019-02-21T00:00:00/ALENTEJO/UCP
2019-02-21;ALENTEJO;ULDM;95;2019-02-21T00:00:00/ALENTEJO/ULDM
2019-02-21;LISBOA E VALE DO TEJO;UMDR;235;2019-02-21T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-21;ALGARVE;ECCI;4;2019-02-21T00:00:00/ALGARVE/ECCI
2019-02-21;LISBOA E VALE DO TEJO;RAMa;5;2019-02-21T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-21;ALGARVE;UMDR;6;2019-02-21T00:00:00/ALGARVE/UMDR
2019-02-21;CENTRO;ECCI;33;2019-02-21T00:00:00/CENTRO/ECCI
2019-02-21;CENTRO;ULDM;294;2019-02-21T00:00:00/CENTRO/ULDM
2019-02-21;ALENTEJO;ECCI;10;2019-02-21T00:00:00/ALENTEJO/ECCI
2019-02-21;LISBOA E VALE DO TEJO;ECCI;11;2019-02-21T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-21;NORTE;UC;30;2019-02-21T00:00:00/NORTE/UC
2019-02-21;ALGARVE;ULDM;24;2019-02-21T00:00:00/ALGARVE/ULDM
2019-02-21;LISBOA E VALE DO TEJO;UC;188;2019-02-21T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-21;NORTE;RAMa;17;2019-02-21T00:00:00/NORTE/RAMa
2019-02-21;LISBOA E VALE DO TEJO;RTA;1;2019-02-21T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-21;NORTE;ULDM;96;2019-02-21T00:00:00/NORTE/ULDM
2019-02-21;LISBOA E VALE DO TEJO;UCP;27;2019-02-21T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-21;ALENTEJO;UC;110;2019-02-21T00:00:00/ALENTEJO/UC
2019-02-21;ALGARVE;UC;5;2019-02-21T00:00:00/ALGARVE/UC
2019-02-21;CENTRO;RAMo;2;2019-02-21T00:00:00/CENTRO/RAMo
2019-02-21;CENTRO;UC;76;2019-02-21T00:00:00/CENTRO/UC
2019-02-21;NORTE;ECCI;116;2019-02-21T00:00:00/NORTE/ECCI
2019-02-21;NORTE;UMDR;98;2019-02-21T00:00:00/NORTE/UMDR
2019-02-20;LISBOA E VALE DO TEJO;RTA;1;2019-02-20T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-20;NORTE;UCP;6;2019-02-20T00:00:00/NORTE/UCP
2019-02-20;CENTRO;ECCI;30;2019-02-20T00:00:00/CENTRO/ECCI
2019-02-20;ALGARVE;UC;8;2019-02-20T00:00:00/ALGARVE/UC
2019-02-20;ALENTEJO;UC;105;2019-02-20T00:00:00/ALENTEJO/UC
2019-02-20;CENTRO;UCP;1;2019-02-20T00:00:00/CENTRO/UCP
2019-02-20;CENTRO;UMDR;125;2019-02-20T00:00:00/CENTRO/UMDR
2019-02-20;ALGARVE;ULDM;23;2019-02-20T00:00:00/ALGARVE/ULDM
2019-02-20;CENTRO;ULDM;295;2019-02-20T00:00:00/CENTRO/ULDM
2019-02-20;ALENTEJO;ECCI;12;2019-02-20T00:00:00/ALENTEJO/ECCI
2019-02-20;NORTE;UC;27;2019-02-20T00:00:00/NORTE/UC
2019-02-20;ALGARVE;ECCI;2;2019-02-20T00:00:00/ALGARVE/ECCI
2019-02-20;NORTE;ULDM;84;2019-02-20T00:00:00/NORTE/ULDM
2019-02-20;ALENTEJO;UMDR;90;2019-02-20T00:00:00/ALENTEJO/UMDR
2019-02-20;ALGARVE;UMDR;5;2019-02-20T00:00:00/ALGARVE/UMDR
2019-02-20;CENTRO;RAMo;2;2019-02-20T00:00:00/CENTRO/RAMo
2019-02-20;NORTE;RAMa;17;2019-02-20T00:00:00/NORTE/RAMa
2019-02-20;LISBOA E VALE DO TEJO;RAMa;5;2019-02-20T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-20;LISBOA E VALE DO TEJO;UC;177;2019-02-20T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-20;ALENTEJO;UCP;5;2019-02-20T00:00:00/ALENTEJO/UCP
2019-02-20;NORTE;UMDR;96;2019-02-20T00:00:00/NORTE/UMDR
2019-02-20;CENTRO;UC;63;2019-02-20T00:00:00/CENTRO/UC
2019-02-20;LISBOA E VALE DO TEJO;ULDM;348;2019-02-20T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-20;LISBOA E VALE DO TEJO;UMDR;229;2019-02-20T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-20;ALENTEJO;ULDM;96;2019-02-20T00:00:00/ALENTEJO/ULDM
2019-02-20;NORTE;ECCI;112;2019-02-20T00:00:00/NORTE/ECCI
2019-02-20;LISBOA E VALE DO TEJO;UCP;23;2019-02-20T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-20;LISBOA E VALE DO TEJO;ECCI;18;2019-02-20T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-19;CENTRO;ULDM;286;2019-02-19T00:00:00/CENTRO/ULDM
2019-02-19;NORTE;RAMa;17;2019-02-19T00:00:00/NORTE/RAMa
2019-02-19;CENTRO;RAMo;2;2019-02-19T00:00:00/CENTRO/RAMo
2019-02-19;NORTE;UCP;7;2019-02-19T00:00:00/NORTE/UCP
2019-02-19;ALENTEJO;ULDM;98;2019-02-19T00:00:00/ALENTEJO/ULDM
2019-02-19;ALENTEJO;ECCI;9;2019-02-19T00:00:00/ALENTEJO/ECCI
2019-02-19;ALENTEJO;UC;107;2019-02-19T00:00:00/ALENTEJO/UC
2019-02-19;LISBOA E VALE DO TEJO;RTA;1;2019-02-19T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-19;LISBOA E VALE DO TEJO;ECCI;25;2019-02-19T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-19;LISBOA E VALE DO TEJO;RAMa;5;2019-02-19T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-19;ALENTEJO;UMDR;81;2019-02-19T00:00:00/ALENTEJO/UMDR
2019-02-19;NORTE;UMDR;81;2019-02-19T00:00:00/NORTE/UMDR
2019-02-19;ALGARVE;ULDM;23;2019-02-19T00:00:00/ALGARVE/ULDM
2019-02-19;LISBOA E VALE DO TEJO;ULDM;337;2019-02-19T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-19;ALENTEJO;UCP;4;2019-02-19T00:00:00/ALENTEJO/UCP
2019-02-19;NORTE;ECCI;107;2019-02-19T00:00:00/NORTE/ECCI
2019-02-19;ALGARVE;UMDR;5;2019-02-19T00:00:00/ALGARVE/UMDR
2019-02-19;CENTRO;UMDR;123;2019-02-19T00:00:00/CENTRO/UMDR
2019-02-19;LISBOA E VALE DO TEJO;UC;181;2019-02-19T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-19;CENTRO;UC;58;2019-02-19T00:00:00/CENTRO/UC
2019-02-19;CENTRO;ECCI;30;2019-02-19T00:00:00/CENTRO/ECCI
2019-02-19;NORTE;ULDM;83;2019-02-19T00:00:00/NORTE/ULDM
2019-02-19;ALGARVE;UC;3;2019-02-19T00:00:00/ALGARVE/UC
2019-02-19;LISBOA E VALE DO TEJO;UCP;25;2019-02-19T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-19;NORTE;UC;27;2019-02-19T00:00:00/NORTE/UC
2019-02-19;ALGARVE;ECCI;2;2019-02-19T00:00:00/ALGARVE/ECCI
2019-02-19;LISBOA E VALE DO TEJO;UMDR;227;2019-02-19T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-18;CENTRO;UMDR;116;2019-02-18T00:00:00/CENTRO/UMDR
2019-02-18;LISBOA E VALE DO TEJO;ULDM;333;2019-02-18T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-18;NORTE;RAMa;17;2019-02-18T00:00:00/NORTE/RAMa
2019-02-18;ALENTEJO;UMDR;81;2019-02-18T00:00:00/ALENTEJO/UMDR
2019-02-18;LISBOA E VALE DO TEJO;UMDR;217;2019-02-18T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-18;NORTE;UC;20;2019-02-18T00:00:00/NORTE/UC
2019-02-18;ALENTEJO;ULDM;103;2019-02-18T00:00:00/ALENTEJO/ULDM
2019-02-18;ALGARVE;UC;5;2019-02-18T00:00:00/ALGARVE/UC
2019-02-18;LISBOA E VALE DO TEJO;UC;173;2019-02-18T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-18;NORTE;ECCI;111;2019-02-18T00:00:00/NORTE/ECCI
2019-02-18;ALENTEJO;UCP;5;2019-02-18T00:00:00/ALENTEJO/UCP
2019-02-18;LISBOA E VALE DO TEJO;RAMa;4;2019-02-18T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-18;ALENTEJO;UC;103;2019-02-18T00:00:00/ALENTEJO/UC
2019-02-18;ALGARVE;ULDM;21;2019-02-18T00:00:00/ALGARVE/ULDM
2019-02-18;NORTE;ULDM;83;2019-02-18T00:00:00/NORTE/ULDM
2019-02-18;NORTE;UCP;5;2019-02-18T00:00:00/NORTE/UCP
2019-02-18;ALGARVE;UMDR;5;2019-02-18T00:00:00/ALGARVE/UMDR
2019-02-18;NORTE;UCIP1;1;2019-02-18T00:00:00/NORTE/UCIP1
2019-02-18;ALGARVE;ECCI;1;2019-02-18T00:00:00/ALGARVE/ECCI
2019-02-18;CENTRO;RAMo;2;2019-02-18T00:00:00/CENTRO/RAMo
2019-02-18;LISBOA E VALE DO TEJO;ECCI;17;2019-02-18T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-18;LISBOA E VALE DO TEJO;RTA;1;2019-02-18T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-18;LISBOA E VALE DO TEJO;UCP;26;2019-02-18T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-18;NORTE;UMDR;74;2019-02-18T00:00:00/NORTE/UMDR
2019-02-18;CENTRO;ECCI;35;2019-02-18T00:00:00/CENTRO/ECCI
2019-02-18;ALENTEJO;ECCI;11;2019-02-18T00:00:00/ALENTEJO/ECCI
2019-02-18;CENTRO;UC;53;2019-02-18T00:00:00/CENTRO/UC
2019-02-18;CENTRO;ULDM;281;2019-02-18T00:00:00/CENTRO/ULDM
2019-02-17;LISBOA E VALE DO TEJO;UCP;29;2019-02-17T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-17;ALENTEJO;ECCI;12;2019-02-17T00:00:00/ALENTEJO/ECCI
2019-02-17;CENTRO;RAMo;2;2019-02-17T00:00:00/CENTRO/RAMo
2019-02-17;LISBOA E VALE DO TEJO;UMDR;222;2019-02-17T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-17;ALENTEJO;ULDM;108;2019-02-17T00:00:00/ALENTEJO/ULDM
2019-02-17;ALGARVE;UC;7;2019-02-17T00:00:00/ALGARVE/UC
2019-02-17;ALGARVE;ULDM;23;2019-02-17T00:00:00/ALGARVE/ULDM
2019-02-17;LISBOA E VALE DO TEJO;RAMa;4;2019-02-17T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-17;CENTRO;ULDM;295;2019-02-17T00:00:00/CENTRO/ULDM
2019-02-17;NORTE;ECCI;117;2019-02-17T00:00:00/NORTE/ECCI
2019-02-17;LISBOA E VALE DO TEJO;ECCI;19;2019-02-17T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-17;NORTE;RAMa;17;2019-02-17T00:00:00/NORTE/RAMa
2019-02-17;LISBOA E VALE DO TEJO;UC;185;2019-02-17T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-17;LISBOA E VALE DO TEJO;ULDM;338;2019-02-17T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-17;ALENTEJO;UCP;3;2019-02-17T00:00:00/ALENTEJO/UCP
2019-02-17;LISBOA E VALE DO TEJO;RTA;1;2019-02-17T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-17;NORTE;UC;20;2019-02-17T00:00:00/NORTE/UC
2019-02-17;ALENTEJO;UC;102;2019-02-17T00:00:00/ALENTEJO/UC
2019-02-17;CENTRO;UC;68;2019-02-17T00:00:00/CENTRO/UC
2019-02-17;NORTE;UCP;5;2019-02-17T00:00:00/NORTE/UCP
2019-02-17;CENTRO;UMDR;115;2019-02-17T00:00:00/CENTRO/UMDR
2019-02-17;CENTRO;ECCI;30;2019-02-17T00:00:00/CENTRO/ECCI
2019-02-17;NORTE;ULDM;91;2019-02-17T00:00:00/NORTE/ULDM
2019-02-17;NORTE;UMDR;73;2019-02-17T00:00:00/NORTE/UMDR
2019-02-17;ALGARVE;UMDR;5;2019-02-17T00:00:00/ALGARVE/UMDR
2019-02-17;ALENTEJO;UMDR;80;2019-02-17T00:00:00/ALENTEJO/UMDR
2019-02-16;CENTRO;UMDR;115;2019-02-16T00:00:00/CENTRO/UMDR
2019-02-16;LISBOA E VALE DO TEJO;RAMa;4;2019-02-16T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-16;LISBOA E VALE DO TEJO;UMDR;222;2019-02-16T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-16;ALENTEJO;ECCI;12;2019-02-16T00:00:00/ALENTEJO/ECCI
2019-02-16;NORTE;UCP;5;2019-02-16T00:00:00/NORTE/UCP
2019-02-16;CENTRO;ULDM;295;2019-02-16T00:00:00/CENTRO/ULDM
2019-02-16;NORTE;RAMa;17;2019-02-16T00:00:00/NORTE/RAMa
2019-02-16;ALGARVE;UC;7;2019-02-16T00:00:00/ALGARVE/UC
2019-02-16;LISBOA E VALE DO TEJO;RTA;1;2019-02-16T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-16;ALENTEJO;UMDR;80;2019-02-16T00:00:00/ALENTEJO/UMDR
2019-02-16;ALGARVE;ULDM;23;2019-02-16T00:00:00/ALGARVE/ULDM
2019-02-16;ALGARVE;UMDR;5;2019-02-16T00:00:00/ALGARVE/UMDR
2019-02-16;LISBOA E VALE DO TEJO;UCP;29;2019-02-16T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-16;ALENTEJO;ULDM;108;2019-02-16T00:00:00/ALENTEJO/ULDM
2019-02-16;CENTRO;UC;68;2019-02-16T00:00:00/CENTRO/UC
2019-02-16;LISBOA E VALE DO TEJO;ULDM;338;2019-02-16T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-16;LISBOA E VALE DO TEJO;UC;185;2019-02-16T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-16;CENTRO;RAMo;2;2019-02-16T00:00:00/CENTRO/RAMo
2019-02-16;NORTE;UC;20;2019-02-16T00:00:00/NORTE/UC
2019-02-16;ALENTEJO;UCP;3;2019-02-16T00:00:00/ALENTEJO/UCP
2019-02-16;LISBOA E VALE DO TEJO;ECCI;19;2019-02-16T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-16;NORTE;ULDM;91;2019-02-16T00:00:00/NORTE/ULDM
2019-02-16;CENTRO;ECCI;30;2019-02-16T00:00:00/CENTRO/ECCI
2019-02-16;NORTE;ECCI;117;2019-02-16T00:00:00/NORTE/ECCI
2019-02-16;ALENTEJO;UC;102;2019-02-16T00:00:00/ALENTEJO/UC
2019-02-16;NORTE;UMDR;73;2019-02-16T00:00:00/NORTE/UMDR
2019-02-15;LISBOA E VALE DO TEJO;UCP;29;2019-02-15T00:00:00/LISBOA E VALE DO TEJO/UCP
2019-02-15;CENTRO;UMDR;115;2019-02-15T00:00:00/CENTRO/UMDR
2019-02-15;LISBOA E VALE DO TEJO;UC;185;2019-02-15T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-15;NORTE;UC;20;2019-02-15T00:00:00/NORTE/UC
2019-02-15;NORTE;UCP;5;2019-02-15T00:00:00/NORTE/UCP
2019-02-15;LISBOA E VALE DO TEJO;RTA;1;2019-02-15T00:00:00/LISBOA E VALE DO TEJO/RTA
2019-02-15;ALENTEJO;ULDM;108;2019-02-15T00:00:00/ALENTEJO/ULDM
2019-02-15;ALGARVE;UC;7;2019-02-15T00:00:00/ALGARVE/UC
2019-02-15;CENTRO;UC;68;2019-02-15T00:00:00/CENTRO/UC
2019-02-15;LISBOA E VALE DO TEJO;RAMa;4;2019-02-15T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-15;NORTE;ECCI;117;2019-02-15T00:00:00/NORTE/ECCI
2019-02-15;LISBOA E VALE DO TEJO;ECCI;19;2019-02-15T00:00:00/LISBOA E VALE DO TEJO/ECCI
2019-02-15;NORTE;UMDR;70;2019-02-15T00:00:00/NORTE/UMDR
2019-02-15;CENTRO;ULDM;295;2019-02-15T00:00:00/CENTRO/ULDM
2019-02-15;NORTE;ULDM;91;2019-02-15T00:00:00/NORTE/ULDM
2019-02-15;ALGARVE;ULDM;23;2019-02-15T00:00:00/ALGARVE/ULDM
2019-02-15;ALGARVE;UMDR;5;2019-02-15T00:00:00/ALGARVE/UMDR
2019-02-15;LISBOA E VALE DO TEJO;ULDM;338;2019-02-15T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-15;NORTE;RAMa;17;2019-02-15T00:00:00/NORTE/RAMa
2019-02-15;ALENTEJO;UMDR;80;2019-02-15T00:00:00/ALENTEJO/UMDR
2019-02-15;LISBOA E VALE DO TEJO;UMDR;222;2019-02-15T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-15;ALENTEJO;UCP;3;2019-02-15T00:00:00/ALENTEJO/UCP
2019-02-15;ALENTEJO;UC;102;2019-02-15T00:00:00/ALENTEJO/UC
2019-02-15;CENTRO;RAMo;2;2019-02-15T00:00:00/CENTRO/RAMo
2019-02-15;ALENTEJO;ECCI;12;2019-02-15T00:00:00/ALENTEJO/ECCI
2019-02-15;CENTRO;ECCI;30;2019-02-15T00:00:00/CENTRO/ECCI
2019-02-14;LISBOA E VALE DO TEJO;UC;189;2019-02-14T00:00:00/LISBOA E VALE DO TEJO/UC
2019-02-14;LISBOA E VALE DO TEJO;RAMa;4;2019-02-14T00:00:00/LISBOA E VALE DO TEJO/RAMa
2019-02-14;ALENTEJO;UC;100;2019-02-14T00:00:00/ALENTEJO/UC
2019-02-14;ALGARVE;UMDR;4;2019-02-14T00:00:00/ALGARVE/UMDR
2019-02-14;NORTE;RAMa;17;2019-02-14T00:00:00/NORTE/RAMa
2019-02-14;ALGARVE;UC;7;2019-02-14T00:00:00/ALGARVE/UC
2019-02-14;LISBOA E VALE DO TEJO;UMDR;218;2019-02-14T00:00:00/LISBOA E VALE DO TEJO/UMDR
2019-02-14;ALGARVE;ULDM;22;2019-02-14T00:00:00/ALGARVE/ULDM
2019-02-14;CENTRO;UMDR;117;2019-02-14T00:00:00/CENTRO/UMDR
2019-02-14;LISBOA E VALE DO TEJO;ULDM;336;2019-02-14T00:00:00/LISBOA E VALE DO TEJO/ULDM
2019-02-14;NORTE;UMDR;63;2019-02-14T00:00:00/NORTE/UMDR
2019-02-14;NORTE;ULDM;88;2019-02-14T00:00:00/NORTE/ULDM
2019-02-14;CENTRO;UC;68;2019-02-14T00:00:00/CENTRO/UC
2019-02-14;NORTE;UC;19;2019-02-14T00:00:00/NORTE/UC
2019-02-14;CENTRO;ULDM;300;2019-02-14T00:00:00/CENTRO/ULDM
