Data;Região;Tipologia;Nº Utentes;ID
2017-10-28;CENTRO;UC;51;2017-10-28T00:00:00/CENTRO/UC
2017-10-27;CENTRO;UMDR;77;2017-10-27T00:00:00/CENTRO/UMDR
2017-10-27;ALENTEJO;UC;38;2017-10-27T00:00:00/ALENTEJO/UC
2017-10-27;LISBOA E VALE DO TEJO;ULDM;341;2017-10-27T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-27;NORTE;ULDM;149;2017-10-27T00:00:00/NORTE/ULDM
2017-10-27;ALGARVE;UC;3;2017-10-27T00:00:00/ALGARVE/UC
2017-10-27;CENTRO;ULDM;169;2017-10-27T00:00:00/CENTRO/ULDM
2017-10-27;NORTE;UMDR;118;2017-10-27T00:00:00/NORTE/UMDR
2017-10-27;LISBOA E VALE DO TEJO;UC;55;2017-10-27T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-27;ALGARVE;ULDM;14;2017-10-27T00:00:00/ALGARVE/ULDM
2017-10-27;CENTRO;UC;53;2017-10-27T00:00:00/CENTRO/UC
2017-10-27;ALENTEJO;UMDR;46;2017-10-27T00:00:00/ALENTEJO/UMDR
2017-10-27;ALGARVE;ECCI;2;2017-10-27T00:00:00/ALGARVE/ECCI
2017-10-27;CENTRO;ECCI;29;2017-10-27T00:00:00/CENTRO/ECCI
2017-10-27;ALGARVE;UMDR;2;2017-10-27T00:00:00/ALGARVE/UMDR
2017-10-27;ALENTEJO;ULDM;84;2017-10-27T00:00:00/ALENTEJO/ULDM
2017-10-27;ALENTEJO;ECCI;3;2017-10-27T00:00:00/ALENTEJO/ECCI
2017-10-27;LISBOA E VALE DO TEJO;UMDR;196;2017-10-27T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-27;NORTE;ECCI;47;2017-10-27T00:00:00/NORTE/ECCI
2017-10-27;LISBOA E VALE DO TEJO;ECCI;13;2017-10-27T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-27;NORTE;UC;25;2017-10-27T00:00:00/NORTE/UC
2017-10-26;NORTE;UC;20;2017-10-26T00:00:00/NORTE/UC
2017-10-26;ALENTEJO;ECCI;4;2017-10-26T00:00:00/ALENTEJO/ECCI
2017-10-26;ALGARVE;UC;4;2017-10-26T00:00:00/ALGARVE/UC
2017-10-26;ALGARVE;UMDR;2;2017-10-26T00:00:00/ALGARVE/UMDR
2017-10-26;ALENTEJO;ULDM;83;2017-10-26T00:00:00/ALENTEJO/ULDM
2017-10-26;CENTRO;UMDR;80;2017-10-26T00:00:00/CENTRO/UMDR
2017-10-26;ALENTEJO;UC;38;2017-10-26T00:00:00/ALENTEJO/UC
2017-10-26;NORTE;UMDR;110;2017-10-26T00:00:00/NORTE/UMDR
2017-10-26;ALGARVE;ECCI;2;2017-10-26T00:00:00/ALGARVE/ECCI
2017-10-26;CENTRO;ECCI;30;2017-10-26T00:00:00/CENTRO/ECCI
2017-10-26;ALENTEJO;UMDR;43;2017-10-26T00:00:00/ALENTEJO/UMDR
2017-10-26;CENTRO;ULDM;162;2017-10-26T00:00:00/CENTRO/ULDM
2017-10-26;LISBOA E VALE DO TEJO;ULDM;339;2017-10-26T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-26;CENTRO;UC;57;2017-10-26T00:00:00/CENTRO/UC
2017-10-26;LISBOA E VALE DO TEJO;UC;51;2017-10-26T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-26;ALGARVE;ULDM;14;2017-10-26T00:00:00/ALGARVE/ULDM
2017-10-26;NORTE;ECCI;49;2017-10-26T00:00:00/NORTE/ECCI
2017-10-26;NORTE;ULDM;151;2017-10-26T00:00:00/NORTE/ULDM
2017-10-26;LISBOA E VALE DO TEJO;UMDR;188;2017-10-26T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-26;LISBOA E VALE DO TEJO;ECCI;8;2017-10-26T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-25;CENTRO;ULDM;148;2017-10-25T00:00:00/CENTRO/ULDM
2017-10-25;LISBOA E VALE DO TEJO;ECCI;12;2017-10-25T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-25;NORTE;UMDR;105;2017-10-25T00:00:00/NORTE/UMDR
2017-10-25;NORTE;UC;17;2017-10-25T00:00:00/NORTE/UC
2017-10-25;NORTE;ULDM;159;2017-10-25T00:00:00/NORTE/ULDM
2017-10-25;ALGARVE;UC;4;2017-10-25T00:00:00/ALGARVE/UC
2017-10-25;CENTRO;UC;56;2017-10-25T00:00:00/CENTRO/UC
2017-10-25;ALGARVE;ECCI;7;2017-10-25T00:00:00/ALGARVE/ECCI
2017-10-25;ALENTEJO;ULDM;81;2017-10-25T00:00:00/ALENTEJO/ULDM
2017-10-25;ALENTEJO;ECCI;5;2017-10-25T00:00:00/ALENTEJO/ECCI
2017-10-25;LISBOA E VALE DO TEJO;ULDM;335;2017-10-25T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-25;LISBOA E VALE DO TEJO;UC;52;2017-10-25T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-25;ALENTEJO;UC;37;2017-10-25T00:00:00/ALENTEJO/UC
2017-10-25;CENTRO;ECCI;29;2017-10-25T00:00:00/CENTRO/ECCI
2017-10-25;ALGARVE;ULDM;15;2017-10-25T00:00:00/ALGARVE/ULDM
2017-10-25;LISBOA E VALE DO TEJO;UMDR;192;2017-10-25T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-25;ALENTEJO;UMDR;45;2017-10-25T00:00:00/ALENTEJO/UMDR
2017-10-25;NORTE;ECCI;44;2017-10-25T00:00:00/NORTE/ECCI
2017-10-25;CENTRO;UMDR;58;2017-10-25T00:00:00/CENTRO/UMDR
2017-10-25;ALGARVE;UMDR;3;2017-10-25T00:00:00/ALGARVE/UMDR
2017-10-24;NORTE;UMDR;95;2017-10-24T00:00:00/NORTE/UMDR
2017-10-24;CENTRO;UMDR;66;2017-10-24T00:00:00/CENTRO/UMDR
2017-10-24;CENTRO;ECCI;28;2017-10-24T00:00:00/CENTRO/ECCI
2017-10-24;ALENTEJO;ECCI;3;2017-10-24T00:00:00/ALENTEJO/ECCI
2017-10-24;ALENTEJO;UC;39;2017-10-24T00:00:00/ALENTEJO/UC
2017-10-24;LISBOA E VALE DO TEJO;ULDM;335;2017-10-24T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-24;ALENTEJO;ULDM;84;2017-10-24T00:00:00/ALENTEJO/ULDM
2017-10-24;LISBOA E VALE DO TEJO;ECCI;7;2017-10-24T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-24;ALGARVE;UC;4;2017-10-24T00:00:00/ALGARVE/UC
2017-10-24;LISBOA E VALE DO TEJO;UC;55;2017-10-24T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-24;CENTRO;ULDM;148;2017-10-24T00:00:00/CENTRO/ULDM
2017-10-24;ALENTEJO;UMDR;46;2017-10-24T00:00:00/ALENTEJO/UMDR
2017-10-24;CENTRO;UC;52;2017-10-24T00:00:00/CENTRO/UC
2017-10-24;LISBOA E VALE DO TEJO;UMDR;189;2017-10-24T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-24;NORTE;ULDM;149;2017-10-24T00:00:00/NORTE/ULDM
2017-10-24;NORTE;ECCI;44;2017-10-24T00:00:00/NORTE/ECCI
2017-10-24;ALGARVE;ECCI;5;2017-10-24T00:00:00/ALGARVE/ECCI
2017-10-24;ALGARVE;UMDR;3;2017-10-24T00:00:00/ALGARVE/UMDR
2017-10-24;NORTE;UC;15;2017-10-24T00:00:00/NORTE/UC
2017-10-24;ALGARVE;ULDM;15;2017-10-24T00:00:00/ALGARVE/ULDM
2017-10-23;ALENTEJO;UMDR;48;2017-10-23T00:00:00/ALENTEJO/UMDR
2017-10-23;ALGARVE;UC;5;2017-10-23T00:00:00/ALGARVE/UC
2017-10-23;CENTRO;UC;53;2017-10-23T00:00:00/CENTRO/UC
2017-10-23;NORTE;UC;18;2017-10-23T00:00:00/NORTE/UC
2017-10-23;ALGARVE;UMDR;5;2017-10-23T00:00:00/ALGARVE/UMDR
2017-10-23;LISBOA E VALE DO TEJO;ULDM;333;2017-10-23T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-23;NORTE;ECCI;43;2017-10-23T00:00:00/NORTE/ECCI
2017-10-23;CENTRO;ECCI;28;2017-10-23T00:00:00/CENTRO/ECCI
2017-10-23;LISBOA E VALE DO TEJO;ECCI;11;2017-10-23T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-23;ALENTEJO;UC;34;2017-10-23T00:00:00/ALENTEJO/UC
2017-10-23;ALENTEJO;ULDM;82;2017-10-23T00:00:00/ALENTEJO/ULDM
2017-10-23;CENTRO;UMDR;56;2017-10-23T00:00:00/CENTRO/UMDR
2017-10-23;LISBOA E VALE DO TEJO;UMDR;192;2017-10-23T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-23;ALENTEJO;ECCI;3;2017-10-23T00:00:00/ALENTEJO/ECCI
2017-10-23;CENTRO;ULDM;151;2017-10-23T00:00:00/CENTRO/ULDM
2017-10-23;NORTE;ULDM;151;2017-10-23T00:00:00/NORTE/ULDM
2017-10-23;NORTE;UMDR;93;2017-10-23T00:00:00/NORTE/UMDR
2017-10-23;ALGARVE;ULDM;14;2017-10-23T00:00:00/ALGARVE/ULDM
2017-10-23;LISBOA E VALE DO TEJO;UC;60;2017-10-23T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-23;ALGARVE;ECCI;8;2017-10-23T00:00:00/ALGARVE/ECCI
2017-10-22;LISBOA E VALE DO TEJO;ECCI;7;2017-10-22T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-22;LISBOA E VALE DO TEJO;ULDM;334;2017-10-22T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-22;CENTRO;UC;63;2017-10-22T00:00:00/CENTRO/UC
2017-10-22;LISBOA E VALE DO TEJO;UMDR;183;2017-10-22T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-22;NORTE;ULDM;165;2017-10-22T00:00:00/NORTE/ULDM
2017-10-22;NORTE;UMDR;104;2017-10-22T00:00:00/NORTE/UMDR
2017-10-22;ALGARVE;ECCI;2;2017-10-22T00:00:00/ALGARVE/ECCI
2017-10-22;ALGARVE;UMDR;3;2017-10-22T00:00:00/ALGARVE/UMDR
2017-10-22;CENTRO;UMDR;75;2017-10-22T00:00:00/CENTRO/UMDR
2017-10-22;LISBOA E VALE DO TEJO;UC;60;2017-10-22T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-22;ALENTEJO;ECCI;2;2017-10-22T00:00:00/ALENTEJO/ECCI
2017-10-22;CENTRO;ULDM;168;2017-10-22T00:00:00/CENTRO/ULDM
2017-10-22;ALGARVE;ULDM;13;2017-10-22T00:00:00/ALGARVE/ULDM
2017-10-22;NORTE;ECCI;51;2017-10-22T00:00:00/NORTE/ECCI
2017-10-22;CENTRO;ECCI;28;2017-10-22T00:00:00/CENTRO/ECCI
2017-10-22;NORTE;UC;21;2017-10-22T00:00:00/NORTE/UC
2017-10-22;ALGARVE;UC;2;2017-10-22T00:00:00/ALGARVE/UC
2017-10-22;ALENTEJO;ULDM;79;2017-10-22T00:00:00/ALENTEJO/ULDM
2017-10-22;ALENTEJO;UMDR;47;2017-10-22T00:00:00/ALENTEJO/UMDR
2017-10-22;ALENTEJO;UC;34;2017-10-22T00:00:00/ALENTEJO/UC
2017-10-21;ALGARVE;ECCI;2;2017-10-21T00:00:00/ALGARVE/ECCI
2017-10-21;CENTRO;ULDM;168;2017-10-21T00:00:00/CENTRO/ULDM
2017-10-21;NORTE;ECCI;51;2017-10-21T00:00:00/NORTE/ECCI
2017-10-21;NORTE;UMDR;104;2017-10-21T00:00:00/NORTE/UMDR
2017-10-21;CENTRO;ECCI;28;2017-10-21T00:00:00/CENTRO/ECCI
2017-10-21;NORTE;UC;21;2017-10-21T00:00:00/NORTE/UC
2017-10-21;LISBOA E VALE DO TEJO;ECCI;7;2017-10-21T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-21;ALENTEJO;UMDR;46;2017-10-21T00:00:00/ALENTEJO/UMDR
2017-10-21;ALENTEJO;ECCI;2;2017-10-21T00:00:00/ALENTEJO/ECCI
2017-10-21;CENTRO;UMDR;75;2017-10-21T00:00:00/CENTRO/UMDR
2017-10-21;CENTRO;UC;63;2017-10-21T00:00:00/CENTRO/UC
2017-10-21;ALGARVE;UC;2;2017-10-21T00:00:00/ALGARVE/UC
2017-10-21;ALENTEJO;UC;33;2017-10-21T00:00:00/ALENTEJO/UC
2017-10-21;LISBOA E VALE DO TEJO;UMDR;183;2017-10-21T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-21;ALENTEJO;ULDM;79;2017-10-21T00:00:00/ALENTEJO/ULDM
2017-10-21;LISBOA E VALE DO TEJO;UC;60;2017-10-21T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-21;ALGARVE;UMDR;3;2017-10-21T00:00:00/ALGARVE/UMDR
2017-10-21;LISBOA E VALE DO TEJO;ULDM;334;2017-10-21T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-21;NORTE;ULDM;165;2017-10-21T00:00:00/NORTE/ULDM
2017-10-21;ALGARVE;ULDM;13;2017-10-21T00:00:00/ALGARVE/ULDM
2017-10-20;LISBOA E VALE DO TEJO;UC;61;2017-10-20T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-20;LISBOA E VALE DO TEJO;UMDR;186;2017-10-20T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-20;CENTRO;UMDR;71;2017-10-20T00:00:00/CENTRO/UMDR
2017-10-20;CENTRO;ULDM;166;2017-10-20T00:00:00/CENTRO/ULDM
2017-10-20;LISBOA E VALE DO TEJO;ECCI;7;2017-10-20T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-20;ALGARVE;ULDM;13;2017-10-20T00:00:00/ALGARVE/ULDM
2017-10-20;CENTRO;ECCI;29;2017-10-20T00:00:00/CENTRO/ECCI
2017-10-20;ALGARVE;ECCI;3;2017-10-20T00:00:00/ALGARVE/ECCI
2017-10-20;ALGARVE;UC;2;2017-10-20T00:00:00/ALGARVE/UC
2017-10-20;ALGARVE;UMDR;3;2017-10-20T00:00:00/ALGARVE/UMDR
2017-10-20;LISBOA E VALE DO TEJO;ULDM;335;2017-10-20T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-20;ALENTEJO;ECCI;5;2017-10-20T00:00:00/ALENTEJO/ECCI
2017-10-20;ALENTEJO;ULDM;81;2017-10-20T00:00:00/ALENTEJO/ULDM
2017-10-20;NORTE;ECCI;49;2017-10-20T00:00:00/NORTE/ECCI
2017-10-20;ALENTEJO;UMDR;47;2017-10-20T00:00:00/ALENTEJO/UMDR
2017-10-20;CENTRO;UC;62;2017-10-20T00:00:00/CENTRO/UC
2017-10-20;NORTE;UC;21;2017-10-20T00:00:00/NORTE/UC
2017-10-20;NORTE;ULDM;165;2017-10-20T00:00:00/NORTE/ULDM
2017-10-20;NORTE;UMDR;99;2017-10-20T00:00:00/NORTE/UMDR
2017-10-20;ALENTEJO;UC;37;2017-10-20T00:00:00/ALENTEJO/UC
2017-10-19;NORTE;UCIP1;1;2017-10-19T00:00:00/NORTE/UCIP1
2017-10-19;ALGARVE;ECCI;6;2017-10-19T00:00:00/ALGARVE/ECCI
2017-10-19;NORTE;ECCI;50;2017-10-19T00:00:00/NORTE/ECCI
2017-10-19;NORTE;ULDM;163;2017-10-19T00:00:00/NORTE/ULDM
2017-10-19;ALENTEJO;ULDM;81;2017-10-19T00:00:00/ALENTEJO/ULDM
2017-10-19;NORTE;UC;24;2017-10-19T00:00:00/NORTE/UC
2017-10-19;ALGARVE;UMDR;2;2017-10-19T00:00:00/ALGARVE/UMDR
2017-10-19;NORTE;UMDR;98;2017-10-19T00:00:00/NORTE/UMDR
2017-10-19;ALENTEJO;ECCI;2;2017-10-19T00:00:00/ALENTEJO/ECCI
2017-10-19;ALGARVE;UC;5;2017-10-19T00:00:00/ALGARVE/UC
2017-10-19;CENTRO;UMDR;65;2017-10-19T00:00:00/CENTRO/UMDR
2017-10-19;CENTRO;UC;59;2017-10-19T00:00:00/CENTRO/UC
2017-10-19;CENTRO;ULDM;152;2017-10-19T00:00:00/CENTRO/ULDM
2017-10-19;LISBOA E VALE DO TEJO;UMDR;182;2017-10-19T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-19;NORTE;UAP;1;2017-10-19T00:00:00/NORTE/UAP
2017-10-19;CENTRO;ECCI;24;2017-10-19T00:00:00/CENTRO/ECCI
2017-10-19;LISBOA E VALE DO TEJO;ECCI;9;2017-10-19T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-19;LISBOA E VALE DO TEJO;UC;61;2017-10-19T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-19;ALENTEJO;UMDR;46;2017-10-19T00:00:00/ALENTEJO/UMDR
2017-10-19;ALGARVE;ULDM;14;2017-10-19T00:00:00/ALGARVE/ULDM
2017-10-19;LISBOA E VALE DO TEJO;ULDM;334;2017-10-19T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-19;ALENTEJO;UC;29;2017-10-19T00:00:00/ALENTEJO/UC
2017-10-18;NORTE;UC;31;2017-10-18T00:00:00/NORTE/UC
2017-10-18;CENTRO;UC;51;2017-10-18T00:00:00/CENTRO/UC
2017-10-18;ALGARVE;UC;5;2017-10-18T00:00:00/ALGARVE/UC
2017-10-18;CENTRO;UMDR;61;2017-10-18T00:00:00/CENTRO/UMDR
2017-10-18;LISBOA E VALE DO TEJO;ULDM;339;2017-10-18T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-18;LISBOA E VALE DO TEJO;UMDR;182;2017-10-18T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-18;ALENTEJO;ULDM;82;2017-10-18T00:00:00/ALENTEJO/ULDM
2017-10-18;ALGARVE;ECCI;3;2017-10-18T00:00:00/ALGARVE/ECCI
2017-10-18;NORTE;ECCI;48;2017-10-18T00:00:00/NORTE/ECCI
2017-10-18;CENTRO;ULDM;149;2017-10-18T00:00:00/CENTRO/ULDM
2017-10-18;ALGARVE;UMDR;3;2017-10-18T00:00:00/ALGARVE/UMDR
2017-10-18;NORTE;UCIP1;1;2017-10-18T00:00:00/NORTE/UCIP1
2017-10-18;ALENTEJO;UMDR;45;2017-10-18T00:00:00/ALENTEJO/UMDR
2017-10-18;LISBOA E VALE DO TEJO;ECCI;18;2017-10-18T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-18;ALENTEJO;UC;25;2017-10-18T00:00:00/ALENTEJO/UC
2017-10-18;NORTE;UMDR;97;2017-10-18T00:00:00/NORTE/UMDR
2017-10-18;NORTE;ULDM;164;2017-10-18T00:00:00/NORTE/ULDM
2017-10-18;LISBOA E VALE DO TEJO;UC;64;2017-10-18T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-18;ALGARVE;ULDM;13;2017-10-18T00:00:00/ALGARVE/ULDM
2017-10-18;ALENTEJO;ECCI;3;2017-10-18T00:00:00/ALENTEJO/ECCI
2017-10-18;CENTRO;ECCI;26;2017-10-18T00:00:00/CENTRO/ECCI
2017-10-17;ALGARVE;UC;3;2017-10-17T00:00:00/ALGARVE/UC
2017-10-17;NORTE;ULDM;160;2017-10-17T00:00:00/NORTE/ULDM
2017-10-17;LISBOA E VALE DO TEJO;ECCI;12;2017-10-17T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-17;CENTRO;UMDR;74;2017-10-17T00:00:00/CENTRO/UMDR
2017-10-17;CENTRO;UC;34;2017-10-17T00:00:00/CENTRO/UC
2017-10-17;NORTE;UC;27;2017-10-17T00:00:00/NORTE/UC
2017-10-17;NORTE;UAP;1;2017-10-17T00:00:00/NORTE/UAP
2017-10-17;ALGARVE;ECCI;3;2017-10-17T00:00:00/ALGARVE/ECCI
2017-10-17;ALENTEJO;UMDR;47;2017-10-17T00:00:00/ALENTEJO/UMDR
2017-10-17;ALGARVE;UMDR;3;2017-10-17T00:00:00/ALGARVE/UMDR
2017-10-17;LISBOA E VALE DO TEJO;ULDM;332;2017-10-17T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-17;ALENTEJO;ULDM;83;2017-10-17T00:00:00/ALENTEJO/ULDM
2017-10-17;NORTE;ECCI;53;2017-10-17T00:00:00/NORTE/ECCI
2017-10-17;ALENTEJO;UC;20;2017-10-17T00:00:00/ALENTEJO/UC
2017-10-17;CENTRO;ULDM;149;2017-10-17T00:00:00/CENTRO/ULDM
2017-10-17;CENTRO;ECCI;27;2017-10-17T00:00:00/CENTRO/ECCI
2017-10-17;LISBOA E VALE DO TEJO;UMDR;175;2017-10-17T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-17;NORTE;UMDR;112;2017-10-17T00:00:00/NORTE/UMDR
2017-10-17;LISBOA E VALE DO TEJO;UC;57;2017-10-17T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-17;ALGARVE;ULDM;13;2017-10-17T00:00:00/ALGARVE/ULDM
2017-10-17;ALENTEJO;ECCI;1;2017-10-17T00:00:00/ALENTEJO/ECCI
2017-10-17;NORTE;UCIP1;1;2017-10-17T00:00:00/NORTE/UCIP1
2017-10-16;ALENTEJO;ULDM;82;2017-10-16T00:00:00/ALENTEJO/ULDM
2017-10-16;CENTRO;ULDM;152;2017-10-16T00:00:00/CENTRO/ULDM
2017-10-16;ALGARVE;ECCI;5;2017-10-16T00:00:00/ALGARVE/ECCI
2017-10-16;NORTE;ECCI;69;2017-10-16T00:00:00/NORTE/ECCI
2017-10-16;CENTRO;UMDR;74;2017-10-16T00:00:00/CENTRO/UMDR
2017-10-16;ALGARVE;ULDM;14;2017-10-16T00:00:00/ALGARVE/ULDM
2017-10-16;LISBOA E VALE DO TEJO;UC;44;2017-10-16T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-16;CENTRO;ECCI;27;2017-10-16T00:00:00/CENTRO/ECCI
2017-10-16;ALENTEJO;UMDR;48;2017-10-16T00:00:00/ALENTEJO/UMDR
2017-10-16;ALENTEJO;UC;18;2017-10-16T00:00:00/ALENTEJO/UC
2017-10-16;NORTE;ULDM;169;2017-10-16T00:00:00/NORTE/ULDM
2017-10-16;LISBOA E VALE DO TEJO;UMDR;194;2017-10-16T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-16;ALENTEJO;ECCI;3;2017-10-16T00:00:00/ALENTEJO/ECCI
2017-10-16;NORTE;UC;22;2017-10-16T00:00:00/NORTE/UC
2017-10-16;ALGARVE;UC;4;2017-10-16T00:00:00/ALGARVE/UC
2017-10-16;CENTRO;UC;42;2017-10-16T00:00:00/CENTRO/UC
2017-10-16;LISBOA E VALE DO TEJO;ECCI;11;2017-10-16T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-16;LISBOA E VALE DO TEJO;ULDM;338;2017-10-16T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-16;NORTE;UMDR;122;2017-10-16T00:00:00/NORTE/UMDR
2017-10-16;ALGARVE;UMDR;3;2017-10-16T00:00:00/ALGARVE/UMDR
2017-10-16;NORTE;UCIP1;1;2017-10-16T00:00:00/NORTE/UCIP1
2017-10-15;LISBOA E VALE DO TEJO;ULDM;334;2017-10-15T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-15;CENTRO;UMDR;70;2017-10-15T00:00:00/CENTRO/UMDR
2017-10-15;ALENTEJO;ECCI;3;2017-10-15T00:00:00/ALENTEJO/ECCI
2017-10-15;NORTE;UCIP1;1;2017-10-15T00:00:00/NORTE/UCIP1
2017-10-15;CENTRO;UC;49;2017-10-15T00:00:00/CENTRO/UC
2017-10-15;ALENTEJO;UMDR;47;2017-10-15T00:00:00/ALENTEJO/UMDR
2017-10-15;LISBOA E VALE DO TEJO;UC;45;2017-10-15T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-15;ALGARVE;ULDM;13;2017-10-15T00:00:00/ALGARVE/ULDM
2017-10-15;LISBOA E VALE DO TEJO;UMDR;186;2017-10-15T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-15;CENTRO;ULDM;154;2017-10-15T00:00:00/CENTRO/ULDM
2017-10-15;CENTRO;ECCI;27;2017-10-15T00:00:00/CENTRO/ECCI
2017-10-15;NORTE;ULDM;164;2017-10-15T00:00:00/NORTE/ULDM
2017-10-15;ALGARVE;ECCI;4;2017-10-15T00:00:00/ALGARVE/ECCI
2017-10-15;ALGARVE;UC;4;2017-10-15T00:00:00/ALGARVE/UC
2017-10-15;NORTE;ECCI;61;2017-10-15T00:00:00/NORTE/ECCI
2017-10-15;ALENTEJO;UC;17;2017-10-15T00:00:00/ALENTEJO/UC
2017-10-15;LISBOA E VALE DO TEJO;ECCI;13;2017-10-15T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-15;ALGARVE;UMDR;3;2017-10-15T00:00:00/ALGARVE/UMDR
2017-10-15;ALENTEJO;ULDM;83;2017-10-15T00:00:00/ALENTEJO/ULDM
2017-10-15;NORTE;UC;20;2017-10-15T00:00:00/NORTE/UC
2017-10-15;NORTE;UMDR;124;2017-10-15T00:00:00/NORTE/UMDR
2017-10-14;ALENTEJO;UC;17;2017-10-14T00:00:00/ALENTEJO/UC
2017-10-14;LISBOA E VALE DO TEJO;UC;45;2017-10-14T00:00:00/LISBOA E VALE DO TEJO/UC
2017-10-14;ALGARVE;ULDM;13;2017-10-14T00:00:00/ALGARVE/ULDM
2017-10-14;ALGARVE;UMDR;3;2017-10-14T00:00:00/ALGARVE/UMDR
2017-10-14;CENTRO;UC;48;2017-10-14T00:00:00/CENTRO/UC
2017-10-14;NORTE;ULDM;164;2017-10-14T00:00:00/NORTE/ULDM
2017-10-14;ALENTEJO;UMDR;47;2017-10-14T00:00:00/ALENTEJO/UMDR
2017-10-14;ALENTEJO;ECCI;3;2017-10-14T00:00:00/ALENTEJO/ECCI
2017-10-14;NORTE;UCIP1;1;2017-10-14T00:00:00/NORTE/UCIP1
2017-10-14;LISBOA E VALE DO TEJO;ECCI;13;2017-10-14T00:00:00/LISBOA E VALE DO TEJO/ECCI
2017-10-14;CENTRO;ULDM;154;2017-10-14T00:00:00/CENTRO/ULDM
2017-10-14;CENTRO;UMDR;70;2017-10-14T00:00:00/CENTRO/UMDR
2017-10-14;ALGARVE;UC;4;2017-10-14T00:00:00/ALGARVE/UC
2017-10-14;NORTE;UMDR;124;2017-10-14T00:00:00/NORTE/UMDR
2017-10-14;CENTRO;ECCI;27;2017-10-14T00:00:00/CENTRO/ECCI
2017-10-14;LISBOA E VALE DO TEJO;UMDR;185;2017-10-14T00:00:00/LISBOA E VALE DO TEJO/UMDR
2017-10-14;NORTE;UC;20;2017-10-14T00:00:00/NORTE/UC
2017-10-14;LISBOA E VALE DO TEJO;ULDM;334;2017-10-14T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-14;ALENTEJO;ULDM;83;2017-10-14T00:00:00/ALENTEJO/ULDM
2017-10-14;ALGARVE;ECCI;4;2017-10-14T00:00:00/ALGARVE/ECCI
2017-10-14;NORTE;ECCI;61;2017-10-14T00:00:00/NORTE/ECCI
2017-10-13;LISBOA E VALE DO TEJO;ULDM;334;2017-10-13T00:00:00/LISBOA E VALE DO TEJO/ULDM
2017-10-13;CENTRO;ECCI;27;2017-10-13T00:00:00/CENTRO/ECCI
2017-10-13;ALENTEJO;UMDR;47;2017-10-13T00:00:00/ALENTEJO/UMDR
